Load,Avg. NS,Avg. Ticks
0,67384,161536
5,67373,161461
10,67372,161481
15,67464,161764
20,67310,161196
25,67296,161378
30,66486,159298
35,63859,153023
40,66440,159168
45,66353,158947
50,63411,151946
55,65245,156310
60,66615,159736
65,64850,155342
70,64202,153639
75,64053,153450
80,65241,156149
85,63831,152768
90,63391,151713
95,63373,151656
100,62484,149557
