Load,Avg. NS,Avg. Ticks
0,67476,161585
5,67261,161047
10,67460,161551
15,67161,160829
20,67165,160829
25,67965,162708
30,67128,160744
35,66893,160165
40,64840,155293
45,67608,161863
50,66303,158625
55,67167,160837
60,67260,159655
65,65012,155530
70,66219,158505
75,64285,153858
80,64090,153370
85,63639,152290
90,64018,153246
95,63323,151566
100,62336,149207
